,Test set-same session,SD1,Test set-other session,SD2,Training set,SD3
Urea,2.7608511599610304,1.1538962167913358,0.9809354060587522,0.15188136945867434,1.7993232911575496,0.12249885104253082
Creatinine,5.94820909799907,7.855946035556415,5.398837187474714,7.897637191429166,8.634582584483743,12.95099001442045
Sodium,620.0072960659433,177.53427752211508,582.6479951110049,147.24583759855355,624.5096595222813,149.99566633437203
Phosphate,39.268759136121496,51.87738636775321,31.53387667253565,40.98341102496835,34.18915710480649,43.558165234530335
Glucose,113.28876440859665,111.2269516065112,122.53989255855652,152.20932505400353,130.26813814386688,149.37287740772956
Potassium,0.9609893879768577,0.14444117496514605,0.7511236286981585,0.015364999529012947,0.7957381823408957,0.2335551843630682
