,Test set-same session,SD1,Test set-other session,SD2,Training set,SD3
Urea,2.1629327650690446,0.8019115964617803,1.9292053200071038,0.2275701617550003,2.133035409949643,0.49373764341750226
Creatinine,1.0880193453399565,0.8053756732156034,0.9724588462176019,0.7440840593869578,1.6179056229249713,1.2513026740255717
Sodium,333.4568228166912,317.73301679950504,317.25038476064634,306.19552445380515,345.91041168251564,338.407545221911
Phosphate,15.735356381497022,4.668671850132093,13.53499345592681,4.098392336559568,15.775566081435423,4.6811877500875765
Glucose,43.799876165112146,5.814992083200791,35.72451360677257,3.814551589235128,32.16323443084486,4.161914876800592
Potassium,1.0090200689063336,0.3947518832838684,0.7567917996532657,0.07356264132678525,0.8032582574497166,0.26619656800082214
