,MTAC_urea,MTAC_crea,MTAC_sodium,MTAC_phosphate,MTAC_glu,MTAC_potassium,objective function,L
0,11.405876280842701,4.968643049673957,0.007839947220146996,2.7318571799997864,9.213594677160092,24.434175687676575,17.857031721071355,2.3826589575909347
1,15.952421631272667,6.683922385285518,1.6712908317305353,5.2090412183993475,8.73684797020624,25.15553126867203,7.491994526037834,2.327690116924381
2,14.478977747579416,5.496075162528279,0.00025545051413860094,3.4558195728807464,0.7062563573621926,24.708355618914737,15.025406546659369,0.1725886715440269
3,9.530345968116563,4.475495859239284,0.005584306096864379,3.0164414924996663,5.460680998721091,22.661477958429522,10.851804979540972,1.8164056417954442
4,8.683879098943295,3.302373274120457,0.005579414088652469,3.0768882042006913,4.321605557075384,28.53473587982488,11.697204545758389,2.219241210773764
5,11.204378756192611,7.525877045972779,1.083816094222426,6.733369171643729,8.29826374509438,23.871986439621246,6.136067990103871,2.0531941429789864
6,10.938906779695213,3.982207928740573,0.015341357602881543,2.0810368158860344,5.713035218609615,28.973260834615562,14.208011942519057,2.1951490311107684
mean,11.742112323234638,5.204942100794406,0.398529628782235,3.757779093644286,6.0643263606041415,25.47707481253636,11.895360321670122,1.8809896818169007
