,MTAC_urea,MTAC_crea,MTAC_sodium,MTAC_phosphate,MTAC_glu,MTAC_potassium,fct_urea,fct_crea,fct_sodium,fct_phosphate,fct_glu,fct_potassium,objective function
0,10.122681612584506,6.785566334488727,33.951500934267735,5.168037235779053,34.6354066570936,19.257395884459573,0.7855976379144215,0.5208440690075897,0.8406425655433278,0.3860851069740838,8.083395953800185,0.8728711870930985,9.059843771756283
1,16.578333662402805,0.06516114448977652,20.33910611512809,23.10597715769916,7.330956224977792,20.280706320094932,0.5298629735572311,22.610798406450684,0.8216519358493234,0.22660673729309938,4.7567142823634025,0.9509728775152758,3.723287860312184
2,7.486589024614589,9.790925374816727,0.1953591951272567,29.063817310550967,15.150359955375684,19.53108030769074,1.2133887512775865,0.8019883625306535,8.146431293813349,0.4245643489281487,6.157349590870976,1.000661822748599,4.041150861026977
3,8.506216989945356,5.886410008915698,27.45689015712215,5.821974577140629,10.94698128785567,19.95441116834696,0.9361334067211625,0.7458545393880295,0.9004233689893858,0.6142661730276661,5.277504470688602,0.9319173987073551,3.1406351758262216
4,12.141968406030758,29.05725555377138,0.005758952210324844,0.06894045270330351,200.0,17.52346731405124,0.9321486396322686,0.34644475268541103,8.314395782526315,31.172113934170568,0.271702089790162,1.0001863503780628,4.980411017916424
5,11.59509111563411,5.864825285941607,0.43559221891939737,39.11732011525506,11.05736304925277,21.654988873532417,0.7470060281294736,0.6259674738456447,0.0,0.2823224266041533,8.052795733844064,1.4461557536207381,4.965049172678133
6,7.160521092824554,2.658936901420216,1.3060149428901737,0.32139952010801587,16.40995724434346,15.98295025351223,1.251408313361843,1.4023061747906282,3.733897713533777e-18,7.279890061643855,5.5117847970691844,0.9954778033202827,6.099688628527938
mean,10.513057414862383,8.587011514834876,11.955746073666447,14.666780909890885,42.21871777412842,19.16928573166973,0.9136493929419981,3.864886254099806,2.7176492781031,5.76940696980594,5.44446384548951,1.0283204561976302,5.144295212577737
