,MTAC_urea,MTAC_crea,MTAC_sodium,MTAC_phosphate,MTAC_glu,MTAC_potassium,fct_urea,fct_crea,fct_sodium,fct_phosphate,fct_glu,fct_potassium,sico_urea,sico_crea,sico_sodium,sico_phosphate,sico_glu,sico_potassium,objective function
0,4.210696055806229,0.19948356614918367,15.809535432779121,2.663081138924291,1.6349621548218902,4.993148050290027,4.380912732153204,37.16454191702946,2.8939703560357595,3.3732755082054506,23.061855567204052,6.381664055899077,20.873419145779536,12.435117318712296,39.003344357544314,15.210068534985485,64.21197286375407,28.21391193617206,2.458774785536919
1,12.787140907874626,21.60546519901155,0.3519412753479312,0.002755177418883205,35.7946940453141,9.065746264610965,0.889970225633978,0.3787392802572825,0.15715811050977202,35.887899736548036,0.25134249607433395,1.3978092158865658,8.879351353791147,17.646881264066668,7.550854446184269,40.88750840832759,3.394887916173283,1.1102230246251565e-16,4.762092752171639
2,7.6629847460995855,0.42998897456021673,10.846866912492532,0.3331628779363772,13.083447874404055,10.104001538055662,1.1631747643042352,17.91754192877037,0.9282776695989228,35.257749864931085,7.265738250992191,2.4661109967009867,0.7168694707350115,8.470340534069965,1.0842021724855044e-19,22.992829782738077,4.083131585036547,12.919351967951451,3.1263234850988093
3,15.93936762652158,54.672976592415495,22.278099794098786,24.32074059336355,5.05914758869744,9.487771799890382,0.5866332803819931,0.22394939656564686,0.5850040542403319,0.0,3.5418398969880016,1.4818935183664186,0.0038235644889836984,2.220446049250313e-16,5.594122946822376,8.35186803893732,0.0034035585926826084,0.026617051800000034,4.06368634799855
4,12.991750678566953,7.652051836894336,33.7269423991195,4.557143247122624,40.27094005995954,19.436914625061874,0.32374170354087445,0.18993550599235043,0.8555737758345875,0.6310725292063267,6.792727597793841,0.8541385919418638,4.33557710473155,2.706812434235519,0.7256922294119681,0.19489539661993213,7.083510207587728,1.197172851349295,9.059626644734282
5,12.909363409360457,3.9749886200033924,0.7135175210480849,40.0893967322398,0.0,23.2689508474553,0.5575362445023133,0.6569956409728995,0.626433812410148,0.1994391659317261,28.698705062364816,1.275968038448545,15.901559311970924,5.822686352069513,5.5424786581502045e-06,28.923989635450532,0.0,18.285778078518288,2.3412814085657683
6,6.883470923197795,5.038632114219144,0.06707786130093189,0.1266504836968683,32.10913335098598,24.7870202462222,1.380934657592252,0.014136090939356472,3.762245009132192,13.213627024525536,2.057886262759856,0.15523958224473325,0.3670120081289647,5.076824611956003,0.003062300620220831,1.3370716736939046,28.883517267370607,15.512588851839883,6.087072742818106
mean,10.483539192489603,13.367655271893328,11.970568742312413,10.298990035814626,18.278903582026146,14.449079053083773,1.3261290868726927,8.077977108646767,1.401237541108816,12.651866261335451,10.238585019168156,2.001831999926884,7.296801708518018,7.451237502158565,7.553868831865972,16.842604495821835,15.38006048550213,10.879345819661568,4.556979738132011
