,Test set-same session,SD1,Test set-other session,SD2,Training set,SD3
Urea,6.098323786015058e+26,1.0562606638383874e+27,43.275610709723765,65.7185406499816,41.92459661080142,56.71316286386085
Creatinine,2.602785495444241e+29,4.508156719312757e+29,2.6027020392241482,3.9425867473696665,3.977370885479683,5.951841669251139
Sodium,1.3830003214176666e+33,2.3954268235794864e+33,65.78812793899074,70.61546154737604,65.30402550958662,64.62307172624867
Phosphate,9.902172058988731e+29,1.7151065111457405e+30,2.273604031037306,2.3917304068306104,2.5328201166509987,2.5278166210522666
Glucose,1.1049695247716866e+31,1.9138633577197982e+31,61.587545564570085,2.612084663423013,104.38961368923374,57.755002858402754
Potassium,6.08325900252633e+28,1.0536513667976373e+29,41.06955230757358,32.28210777956821,43.40832999345691,27.914970120347178
