,MTAC_urea,MTAC_crea,MTAC_sodium,MTAC_phosphate,MTAC_glu,MTAC_potassium,fct_urea,fct_crea,fct_sodium,fct_phosphate,fct_glu,fct_potassium,sico_urea,sico_crea,sico_sodium,sico_phosphate,sico_glu,sico_potassium,L,objective function
0,5.669888420298717,4.671379295154164,79.55359286047222,29.34024140965698,199.99999996511352,1.4969351989774002,22.147860134865475,15.881297492341687,69.44606389115678,44.12472468337006,199.99999994728682,25.248625232176053,0.5707082811712726,0.38659263420403167,0.09127687178132672,0.13136917472524878,0.12736587173043387,0.8089327159406451,6.700148135124273,12.835497703564624
1,30.992266485478485,46.24187879477008,36.71650461295276,39.5237899461868,2.8683732686278054,37.84956915092902,0.7118836489852073,39.88788237505574,0.9821219303900436,29.70050222119057,42.61291150988437,10.806385931190434,0.29222065799011826,36.668140138924755,3.7179051283577644,4.810584313328257,7.565952662681953,39.68368314802335,0.0009905676514886767,312.44825881657755
2,2.2764940017994144,28.432141940232903,2.775458710905499e-17,32.88280378965914,13.336136887953215,42.22334601126979,2.742621177293755,0.28969351032997703,3.85055718783511,0.10153365705869909,20.607663793578052,0.5605500260308183,0.4193687145388081,0.007933388915255577,0.7989638942289919,0.4625193212551192,1.7346616943159366e-17,1.2350658443976623,0.018200020371605716,3.784767671268095
3,3.102353733792112,14.731770098301428,31.8755567420619,23.52062039358523,10.875695711566589,26.442059365417254,11.809344421415656,4.604827665716548,16.802692548110855,6.821216882714671,24.849548688772337,42.044752822078905,0.36795129841214275,0.1972792351512976,0.7957098953389691,0.1235474060403366,0.1829908501173476,0.17260137317426882,3.2792040188403577,15.92982636408049
4,24.109464898888632,18.9402390826677,75.59866274103273,5.95199487413671,199.95924752143134,17.876471663935252,43.99564788328716,18.32854791104591,67.66101293658686,11.582842306298913,200.0,34.62413645846857,0.09666942889274464,0.09664557134301577,1.214306433183765e-17,0.1433542412111868,3.0067418239853803,0.4257220008549356,5.658001208082573,20.4955836691898
5,0.8965521164244151,6.643090451600243,6.384918405655459,24.787243413934156,43.9170945344586,33.21400861843569,42.92292072149222,18.941119037016485,14.814317927309245,38.5332061161035,44.60782263219834,45.37240954388211,0.5453870733661798,0.43282963052779927,0.9261747644335135,0.15418301159757172,9.891664500185886,0.2019406750679365,4.825241738257506,41.83535378092621
6,9.778989458475174,48.03283297837821,20.309148205663707,28.669247541250446,31.150922612691264,26.13693133104912,5.843281179823412,10.86613260522451,34.51212167435521,32.67181987431641,21.765018029997105,7.745395447309928,0.32013260859502374,0.0030788593171717483,0.7637493720355611,2.394294515195487e-07,11.522688628053649,0.7820015268327225,3.6443653891129797,34.426405613658446
mean,10.975144159308135,23.95619037730068,35.77691193826268,26.382277338344213,71.72963864312034,26.4627601914305,18.596222738166126,15.542785799532979,29.724126870820587,23.36226367729326,79.2061378002453,23.7717507801624,0.3732054375666128,5.39892849405476,1.0133971323108752,0.8322225296553102,4.613914905250665,6.1871353263273585,3.4465930110629692,63.1079562313236
