,MTAC_urea,MTAC_crea,MTAC_sodium,MTAC_phosphate,MTAC_glu,MTAC_potassium,fct_urea,fct_crea,fct_sodium,fct_phosphate,fct_glu,fct_potassium,L,objective function
0,40.952135147002,27.036691996431156,14.639332845567594,38.003204948982116,33.04328078403699,11.981929935753836,43.97914927425594,29.019235070668746,48.86428478127912,7.010790359011397,36.992476690185754,9.973842716488889,5.777243333058313,249.49897628767445
1,2.2052530866842992e-15,2.262384785525146,5.927734805609482e-17,2.5635492793084254,3.721350423699673,7.56555085512703e-15,1.1349154429616536e-15,12.230758721141092,30.43777100396309,1.0896739138992921e-14,0.0,0.20694045804348346,5.91063530853012,19.53314721593523
2,28.0,6.0,14.0,16.0,1.0,27.0,22.0,15.0,31.0,10.0,33.0,8.0,9.0,inf
3,37.0,45.0,35.0,38.0,26.0,47.0,43.0,39.0,42.0,49.0,36.0,5.0,7.0,3.080745143485685e+128
4,8.929447541095922,4.236921172472931,1.3963723423647398e-15,14.368003817416213,200.0,14.610596741000553,1.253318647709875e-08,1.7120459246647049e-06,12.86400298546785,1.6452461240715057e-07,199.99999999999957,3.1973695583664917e-06,5.9981083097751045,74.5584135642132
5,199.9999999424199,199.99999987573779,0.0,199.99999994038097,192.8380923791164,0.0,1.1761151990095145e-09,2.783103481591794e-09,57.460814034598805,0.0,200.0,31.269268700844755,6.516739153714397,54.11806003955043
mean,62.47039565762945,58.383999457541755,3.659833211391899,63.73368949652193,107.40068089671327,6.648131669188599,10.994787321991309,10.312498876659715,37.406718201327216,1.752697630884005,109.24811917254632,10.362513768186671,6.050681526269484,99.42714927684332
