,MTAC_urea,MTAC_crea,MTAC_sodium,MTAC_phosphate,MTAC_glu,MTAC_potassium,fct_urea,fct_crea,fct_sodium,fct_phosphate,fct_glu,fct_potassium,L,objective function
0,7.335883653498911,0.7101345723646386,15.023678713646477,0.07288753807865544,21.72898875777766,18.580209360643696,1.1117719061615507,4.272706877902451,0.8745786625597228,27.886746589221644,8.079073614310383,1.0515873036409298,3.673319130942673e-21,5.196399668364479
1,55.57311464683691,48.63598437449517,171.82808400984277,51.71847867750954,200.0,53.15197013859294,46.85411621530385,43.93837089822696,26.548938991581366,35.14236247581157,199.9999999999939,44.66712992106276,4.661424036138798,49.6880192926508
2,1.0,24.0,21.0,11.0,15.0,5.0,30.0,17.0,35.0,12.0,29.0,42.0,6.0,1.5082254373368637e+17
3,0.06225454769840628,0.3866280199446878,19.176446619303537,0.35518958753616775,2.703334818380749,11.67940613161345,128.3850528436065,13.779393200850617,1.2933030944166235,12.375945647196657,21.396450357616274,1.6001710192818421,0.008246440118707336,3.1592688997333824
4,13.0,16.0,14.0,8.0,1.0,36.0,3.0,2.0,18.0,17.0,49.0,15.0,22.0,inf
5,35.255315885059595,38.12972684238207,53.829299170560525,18.550934838168946,39.616414310977056,40.952689514918426,33.121638431371736,17.559923276012206,54.7287855000584,27.3248192564577,20.61796079637649,37.98322993242283,3.0479162506117197,15.929857889303321
mean,24.556642183273457,21.965618452296642,64.96437712833833,17.674372660323325,66.01218447178387,31.09106878644213,52.36814484911091,19.887598563248055,20.86140156215403,25.682468492171893,62.52337119207426,21.32552954410209,1.9293966817173063,18.493386437512996
